Date,Price,Open,High,Low,Vol.,Change %
"Feb 04, 2018",0.382,0.458,0.485,0.364,50.16M,-17.67%
"Feb 03, 2018",0.464,0.4047,0.5185,0.3453,21.04M,16.00%
"Feb 02, 2018",0.4,0.4217,0.4217,0.2958,41.52M,-5.15%
"Feb 01, 2018",0.4217,0.509,0.5217,0.389,13.42M,-16.85%
"Jan 31, 2018",0.5072,0.5136,0.517,0.463,8.36M,-0.55%
"Jan 30, 2018",0.51,0.591,0.603,0.5,11.15M,-15.28%
"Jan 29, 2018",0.602,0.6423,0.6465,0.588,5.84M,-6.27%
"Jan 28, 2018",0.6423,0.6213,0.6673,0.6131,6.47M,3.37%
"Jan 27, 2018",0.6213,0.6268,0.642,0.595,5.54M,-0.87%
"Jan 26, 2018",0.6268,0.642,0.655,0.5611,18.15M,-2.37%
"Jan 25, 2018",0.642,0.628,0.684,0.62,7.76M,2.07%
"Jan 24, 2018",0.629,0.5619,0.649,0.537,8.79M,12.36%
"Jan 23, 2018",0.5598,0.5678,0.5897,0.5166,8.77M,-1.35%
"Jan 22, 2018",0.5675,0.6165,0.64,0.515,10.80M,-7.94%
"Jan 21, 2018",0.6165,0.7049,0.7049,0.58,10.41M,-12.54%
"Jan 20, 2018",0.7049,0.6479,0.72,0.64,7.22M,9.14%
"Jan 19, 2018",0.6458,0.65,0.6914,0.59,14.52M,-0.65%
"Jan 18, 2018",0.65,0.626,0.6986,0.582,17.86M,4.13%
"Jan 17, 2018",0.6242,0.6,0.6837,0.4353,36.73M,3.82%
"Jan 16, 2018",0.6012,0.7724,0.7862,0.45,31.97M,-22.02%
"Jan 15, 2018",0.771,0.8,0.8666,0.7673,6.27M,-3.62%
"Jan 14, 2018",0.8,0.879,0.879,0.729,9.25M,-8.99%
"Jan 13, 2018",0.879,0.8983,0.9578,0.8329,9.33M,-1.24%
"Jan 12, 2018",0.89,0.679,0.9221,0.631,13.17M,31.27%
"Jan 11, 2018",0.678,0.7829,0.7829,0.523,17.30M,-12.69%
"Jan 10, 2018",0.7765,0.81,0.829,0.6559,12.11M,-4.14%
"Jan 09, 2018",0.81,0.9,0.929,0.7729,7.89M,-10.00%
"Jan 08, 2018",0.9,1.013,1.013,0.752,10.97M,-10.54%
"Jan 07, 2018",1.006,1.02,1.0534,0.98,4.81M,-2.88%
"Jan 06, 2018",1.0358,1.0099,1.083,0.9229,9.12M,4.11%
"Jan 05, 2018",0.9949,1.18,1.3,0.907,18.53M,-9.91%
"Jan 04, 2018",1.1043,1.1,1.35,1.05,19.60M,2.25%
"Jan 03, 2018",1.08,0.9782,1.09,0.8882,20.23M,41.73%
"Jan 02, 2018",0.762,0.7022,0.8,0.675,10.97M,8.52%
"Jan 01, 2018",0.7022,0.71,0.715,0.632,17.95M,-1.10%
"Dec 31, 2017",0.71,0.59,0.74,0.59,17.22M,20.34%
